# ::id 235000
# ::tok Referring to his participation in the torch relay for the 2008 Summer Olympics in Beijing , Chan spoke out against demonstrators who disrupted the relay several times attempting to draw attention to a wide - ranging number of grievances against the Chinese government , including China 's human rights record and the political status of Taiwan .
# ::alignments 0-1.1.2 2-1.1.3.2 3-1.1.3.3 4-1.1.3.4.1 6-1.1.3.5 7-1.1.3.4.3 8-1.1.3.6.1 10-1.1.3.6.3 11-1.1.3.6.4 12-1.1.3.6.5 13-1.1.3.6.6.1 14-1.1.3.6.6.2 16-1.1.1 17-1.2.2.1 19-1.2.3.2 20-1.2.3.3.1 21-1.2.3.1.1.1 22-1.2.3.1.1.2 24-1.2.3.1.1.3.2 25-1.2.3.1.1.4.1 26-1.2.3.1.1.4.2 27-1.2.3.1.2.1 29-1.2.3.1.2.3 30-1.2.3.1.2.4 31-1.2.3.1.2.5.1 33-1.2.3.1.2.5.2.3.1.1 35-1.2.3.1.2.5.2.3.1.2 36-1.2.3.1.2.5.2.3.2 37-1.2.3.1.2.5.2.4 38-1.2.3.1.2.5.2.5 39-1.2.3.1.2.5.2.6.1 41-1.2.3.1.2.5.2.6.3 42-1.2.3.1.2.5.2.6.4 44-1.2.3.1.2.5.3 45-1.2.3.1.2.5.4.2.1.1.1 46-1.2.3.1.2.5.4.2.1.1.2 47-1.2.3.1.2.5.4.2.1.2.1 48-1.2.3.1.2.5.4.2.1.2.2 49-1.2.3.1.2.5.4.2.1.3 50-1.2.3.1.2.5.4.2.2 52-1.2.3.1.2.5.4.2.3.2 53-1.2.3.1.2.5.4.2.3.3 54-1.2.3.1.2.5.4.2.3.4.1 55-1.2.3.1.2.5.4.2.3.4.2
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v4 / label~e.16)
           :P (v5 / label~e.0)
           :A (v6 / label
                  :A (v9 / label~e.2)
                  :D (v10 / label~e.3)
                  :P (v11 / label
                          :R (v18 / label~e.4)
                          :C (v19 / label~e.7))
                  :A (v12 / label~e.6)
                  :A (v13 / label
                          :R (v20 / label~e.8)
                          :T (v21 / label~e.10)
                          :T (v22 / label~e.11)
                          :P (v23 / label~e.12)
                          :A (v24 / label
                                  :R (v28 / label~e.13)
                                  :C (v29 / label~e.14)))))
    :H (v3 / label
           :A v4
           :P (v7 / label
                  :C (v14 / label~e.17))
           :A (v8 / label
                  :E (v15 / label
                          :H (v25 / label
                                  :R (v30 / label~e.21)
                                  :P (v31 / label~e.22)
                                  :A (v32 / label
                                          :C (v38 / label~e.24))
                                  :D (v33 / label
                                          :Q (v39 / label~e.25)
                                          :C (v40 / label~e.26))
                                  :A (v17 / label
                                          :A (v27 / label~e.20)))
                          :H (v26 / label
                                  :D (v34 / label~e.27)
                                  :D (v35 / label~e.29)
                                  :P (v36 / label~e.30)
                                  :A (v37 / label
                                          :R (v41 / label~e.31)
                                          :H (v42 / label
                                                  :A (v45 / label)
                                                  :D (v46 / label
                                                          :E (v52 / label
                                                                  :E (v60 / label~e.33)
                                                                  :C (v61 / label~e.35))
                                                          :C (v53 / label~e.36))
                                                  :R (v47 / label~e.37)
                                                  :P (v48 / label~e.38)
                                                  :A (v49 / label
                                                          :R (v54 / label~e.39)
                                                          :E (v55 / label~e.41)
                                                          :C (v56 / label~e.42)))
                                          :L (v43 / label~e.44)
                                          :H (v44 / label
                                                  :A (v50 / label)
                                                  :A (v51 / label
                                                          :C (v57 / label
                                                                  :A (v62 / label
                                                                          :C (v68 / label~e.45)
                                                                          :R (v69 / label~e.46))
                                                                  :A (v63 / label
                                                                          :A (v70 / label~e.47)
                                                                          :S (v71 / label~e.48))
                                                                  :S (v64 / label~e.49))
                                                          :N (v58 / label~e.50)
                                                          :C (v59 / label
                                                                  :D (v65 / label~e.52)
                                                                  :S (v66 / label~e.53)
                                                                  :A (v67 / label
                                                                          :R (v72 / label~e.54)
                                                                          :C (v73 / label~e.55))))
                                                  :P v48))
                                  :A v17))
                  :R (v16 / label~e.19)
                  :C v17)))
