# ::id 249013
# ::tok His next role was in Brooklyn 's Finest , released in March 2010 , as a narcotics officer who uses his position to steal drug money and administer vigilante justice .
# ::alignments 0-1.1.1 1-1.1.2 2-1.1.3 4-1.1.5.1 5-1.1.5.2 6-1.1.5.2 7-1.1.5.2 9-1.2.1 10-1.2.2.1 11-1.2.2.2 12-1.2.2.3 14-1.1.6.1 16-1.1.6.3 17-1.1.6.4.1 18-1.1.6.5.1.1 19-1.1.6.5.1.2 20-1.1.6.5.1.3.1 21-1.1.6.5.1.3.2 22-1.1.6.5.2 23-1.1.6.5.3.1 24-1.1.6.5.3.2.1 25-1.1.6.5.3.2.2 26-1.1.6.5.4 27-1.1.6.5.5.2 28-1.1.6.5.5.3.1 29-1.1.6.5.5.3.2
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v4 / label~e.0)
           :D (v5 / label~e.1)
           :P (v6 / label~e.2)
           :A (v7 / label
                  :R (v12 / label~e.4)
                  :C (v13 / label~e.5,6,7))
           :A (v8 / label
                  :R (v14 / label~e.14)
                  :E (v15 / label~e.16)
                  :C (v16 / label
                          :A (v21 / label~e.17))
                  :E (v17 / label
                          :H (v22 / label
                                  :R (v27 / label~e.18)
                                  :P (v28 / label~e.19)
                                  :A (v29 / label
                                          :A (v34 / label~e.20)
                                          :S (v35 / label~e.21))
                                  :A v21)
                          :R (v23 / label~e.22)
                          :H (v24 / label
                                  :P (v30 / label~e.23)
                                  :A (v31 / label
                                          :E (v36 / label~e.24)
                                          :C (v37 / label~e.25))
                                  :A v21)
                          :L (v25 / label~e.26)
                          :H (v26 / label
                                  :A v16
                                  :P (v32 / label~e.27)
                                  :A (v33 / label
                                          :E (v38 / label~e.28)
                                          :C (v39 / label~e.29))))))
    :H (v3 / label
           :P (v9 / label~e.9)
           :T (v10 / label
                   :R (v18 / label~e.10)
                   :C (v19 / label~e.11)
                   :C (v20 / label~e.12))
           :A (v11 / label)))
