# ::id 457011
# ::tok ABC increased its coverage of religious topics , and in March 1995 , Jennings anchored Peter Jennings Reporting : In the Name of God , a well - received documentary on the changing nature of American churches .
# ::alignments 0-1.1.1 1-1.1.2 2-1.1.3.1 3-1.1.3.2 4-1.1.4.1 5-1.1.4.2 6-1.1.4.3 8-1.2 9-1.3.3.1 10-1.3.3.2 11-1.3.3.3 13-1.3.4 14-1.3.5 15-1.3.1.1 16-1.3.1.1 17-1.3.1.1 19-1.3.1.1 20-1.3.1.1 21-1.3.1.1 22-1.3.1.1 23-1.3.1.1 25-1.3.1.2.1 26-1.3.1.2.2.2 28-1.3.1.2.2.3 29-1.3.1.2.3 30-1.3.1.2.4.1 31-1.3.1.2.4.2 32-1.3.1.2.4.3 33-1.3.1.2.4.4 34-1.3.1.2.4.5.1 35-1.3.1.2.4.5.2 36-1.3.1.2.4.5.3
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v5 / label~e.0)
           :D (v6 / label~e.1)
           :P (v7 / label
                  :E (v13 / label~e.2)
                  :C (v14 / label~e.3))
           :A (v8 / label
                  :R (v15 / label~e.4)
                  :E (v16 / label~e.5)
                  :C (v17 / label~e.6)))
    :L (v3 / label~e.8)
    :H (v4 / label
           :A (v9 / label
                  :C (v18 / label~e.15,16,17,19,20,21,22,23)
                  :E (v19 / label
                          :E (v23 / label~e.25)
                          :E (v24 / label
                                  :A (v25 / label~e.29)
                                  :D (v27 / label~e.26)
                                  :P (v28 / label~e.28))
                          :C v25
                          :E (v26 / label
                                  :R (v29 / label~e.30)
                                  :E (v30 / label~e.31)
                                  :E (v31 / label~e.32)
                                  :C (v32 / label~e.33)
                                  :E (v33 / label
                                          :R (v34 / label~e.34)
                                          :E (v35 / label~e.35)
                                          :C (v36 / label~e.36)))))
           :T (v10 / label
                   :R (v20 / label~e.9)
                   :C (v21 / label~e.10)
                   :C (v22 / label~e.11))
           :A (v11 / label~e.13)
           :P (v12 / label~e.14)))
