# ::id 543000
# ::tok Meanwhile , Jack Warner 's role in production became somewhat limited .
# ::alignments 0-1.1 2-1.2.2.1 3-1.2.2.1 4-1.2.2.2 5-1.2.3 6-1.2.4.1 7-1.2.4.2 8-1.2.5 9-1.2.1.1 10-1.2.1.2
# ::format ucca
(v1 / label
    :L (v2 / label~e.0)
    :H (v3 / label
           :D (v4 / label
                  :E (v9 / label~e.9)
                  :C (v10 / label~e.10))
           :A (v5 / label
                  :C (v11 / label~e.2,3)
                  :R (v12 / label~e.4))
           :D (v6 / label~e.5)
           :P (v7 / label
                  :R (v13 / label~e.6)
                  :C (v14 / label~e.7))
           :D (v8 / label~e.8)))
