# ::id 477006
# ::tok In 1992 , he joined the National Commission on AIDS , a committee appointed by members of Congress and the Bush Administration .
# ::alignments 0-1.1.2.1 1-1.1.2.2 3-1.1.3 4-1.1.4 6-1.1.5.1 7-1.1.5.2 8-1.1.5.3.1 9-1.1.5.3.2 12-1.1.5.4.2 13-1.1.5.4.3.2 14-1.1.5.4.3.3.1 15-1.1.5.4.3.3.2.1.1 16-1.1.5.4.3.3.2.1.2 17-1.1.5.4.3.3.2.1.3 18-1.1.5.4.3.3.2.2 19-1.1.5.4.3.3.2.3.1 20-1.1.5.4.3.3.2.3.2 21-1.1.5.4.3.3.2.3.3
# ::format ucca
(v1 / label
    :H (v2 / label
           :T (v3 / label
                  :R (v7 / label~e.0)
                  :C (v8 / label~e.1))
           :A (v4 / label~e.3)
           :P (v5 / label~e.4)
           :A (v6 / label
                  :E (v9 / label~e.6)
                  :C (v10 / label~e.7)
                  :E (v11 / label
                          :R (v13 / label~e.8)
                          :C (v14 / label~e.9))
                  :E (v12 / label
                          :C (v15 / label~e.12)
                          :E (v16 / label
                                  :A v15
                                  :S (v17 / label~e.13)
                                  :A (v18 / label
                                          :R (v19 / label~e.14)
                                          :C (v20 / label
                                                  :C (v21 / label
                                                          :E (v24 / label~e.15)
                                                          :R (v25 / label~e.16)
                                                          :C (v26 / label~e.17))
                                                  :N (v22 / label~e.18)
                                                  :C (v23 / label
                                                          :R (v27 / label~e.19)
                                                          :E (v28 / label~e.20)
                                                          :C (v29 / label~e.21)))))))))
