# ::id 520008
# ::tok Following rumors that Frank Gumm had made sexual advances toward male ushers , the family relocated to Lancaster , California , in June 1926 .
# ::alignments 0-1.1 1-1.2.2 2-1.2.3.1 3-1.2.3.2 4-1.2.3.2 7-1.2.3.5 8-1.2.3.4.2 9-1.2.3.6.1 10-1.2.3.6.2 11-1.2.3.6.3.1 14-1.3.3.2 15-1.3.4 16-1.3.5.1 17-1.3.5.2 19-1.3.5.3 21-1.3.1.1 22-1.3.1.2 23-1.3.1.3
# ::format ucca
(v1 / label
    :L (v2 / label~e.0)
    :H (v3 / label
           :A (v5 / label)
           :P (v6 / label~e.1)
           :A (v7 / label
                  :R (v12 / label~e.2)
                  :A (v13 / label~e.3,4)
                  :P (v14 / label
                          :C (v24 / label~e.8))
                  :A (v15 / label~e.7)
                  :A (v16 / label
                          :R (v25 / label~e.9)
                          :E (v26 / label~e.10)
                          :C (v27 / label
                                  :A (v28 / label~e.11)))))
    :H (v4 / label
           :T (v8 / label
                  :R (v17 / label~e.21)
                  :C (v18 / label~e.22)
                  :C (v19 / label~e.23))
           :A (v9 / label
                  :C (v20 / label~e.14))
           :P (v10 / label~e.15)
           :A (v11 / label
                   :R (v21 / label~e.16)
                   :C (v22 / label~e.17)
                   :C (v23 / label~e.19))))
