# ::id 218003
# ::tok The movie garnered mixed reviews , with the Chicago Tribune rating it one out of four stars and describing Dunst 's portrayal of a flight attendant as " cloying . "
# ::alignments 1-1.1.1.2 3-1.1.3 4-1.1.2.2 6-1.2 8-1.3.1.2 9-1.3.1.2 10-1.3.2 11-1.3.3 12-1.3.4.1.1 13-1.3.4.1.2.2 14-1.3.4.1.2.2 15-1.3.4.1.2.3 16-1.3.4.2 17-1.4 18-1.5.2 19-1.5.3.1.1 20-1.5.3.1.2 21-1.5.3.2 22-1.5.3.3.1 24-1.5.3.3.3 25-1.5.3.3.4 26-1.5.4.1 28-1.5.4.2
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v7 / label
                  :C (v18 / label~e.1))
           :P (v8 / label
                  :C (v19 / label~e.4))
           :D (v9 / label~e.3))
    :L (v3 / label~e.6)
    :H (v4 / label
           :A (v10 / label
                   :C (v20 / label~e.8,9))
           :P (v11 / label~e.10)
           :A (v12 / label~e.11)
           :A (v13 / label
                   :Q (v21 / label
                           :C (v28 / label~e.12)
                           :E (v29 / label
                                   :C (v22 / label~e.16)
                                   :R (v35 / label~e.13,14)
                                   :Q (v36 / label~e.15)))
                   :C v22))
    :L (v5 / label~e.17)
    :H (v6 / label
           :A (v14 / label)
           :P (v15 / label~e.18)
           :A (v16 / label
                   :A (v23 / label
                           :C (v30 / label~e.19)
                           :R (v31 / label~e.20))
                   :P (v24 / label~e.21)
                   :A (v25 / label
                           :R (v32 / label~e.22)
                           :E (v33 / label~e.24)
                           :C (v34 / label~e.25)))
           :A (v17 / label
                   :R (v26 / label~e.26)
                   :S (v27 / label~e.28)
                   :A v24)))
