# ::id 382008
# ::tok He was also listed in People 's " Hottest Bachelors of 2006 " . In response to mainstream press lists like these , thousands of gay and bisexual men were polled for the 2007 and 2008 " AfterElton.com Hot 100 List " . Gyllenhaal was ranked at No.1 in both consecutive years .
# ::alignments 0-1.1.1 2-1.2 3-1.1.3 4-1.1.4.1 5-1.1.4.2.1 6-1.1.4.2.2 8-1.1.4.3.2 9-1.1.4.3.1 10-1.1.4.5.1 11-1.1.4.5.2 14-1.3.1 15-1.3.2 16-1.3.3 17-1.4.1.1 18-1.4.1.2 19-1.4.2 20-1.4.3.2 21-1.4.3.3 23-1.5.1.1 24-1.5.1.2 25-1.5.1.3.1 26-1.5.1.3.2 27-1.5.1.3.3 28-1.5.1.4 30-1.5.3 31-1.5.4.1 33-1.5.4.3.1 34-1.5.4.3.2 35-1.5.4.3.3 37-1.5.4.4 38-1.5.4.5.2 39-1.5.4.5.3 40-1.5.4.6 43-1.6.1 45-1.6.3 46-1.6.4.1 47-1.6.4.2 48-1.6.5.1 49-1.6.5.2 50-1.6.5.3 51-1.6.5.4
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v8 / label~e.0)
           :P (v9 / label~e.3)
           :A (v10 / label
                   :R (v24 / label~e.4)
                   :E (v25 / label
                           :C (v48 / label~e.5)
                           :R (v49 / label~e.6))
                   :E (v26 / label
                           :A (v50 / label~e.9)
                           :S (v51 / label~e.8))
                   :C (v27 / label
                           :S v50)
                   :E (v28 / label
                           :R (v52 / label~e.10)
                           :C (v53 / label~e.11))))
    :L (v3 / label~e.2)
    :L (v4 / label
           :R (v11 / label~e.14)
           :C (v12 / label~e.15)
           :R (v13 / label~e.16))
    :H (v5 / label
           :E (v14 / label
                   :E (v29 / label~e.17)
                   :C (v30 / label~e.18))
           :C (v15 / label~e.19)
           :E (v16 / label
                   :C v15
                   :R (v31 / label~e.20)
                   :E (v32 / label~e.21)))
    :H (v6 / label
           :A (v17 / label
                   :Q (v33 / label~e.23)
                   :R (v34 / label~e.24)
                   :E (v35 / label
                           :C (v54 / label~e.25)
                           :N (v55 / label~e.26)
                           :C (v56 / label~e.27))
                   :C (v36 / label~e.28))
           :P (v18 / label~e.30)
           :A (v19 / label
                   :R (v37 / label~e.31)
                   :E (v38 / label
                           :C (v57 / label~e.33)
                           :N (v58 / label~e.34)
                           :C (v59 / label~e.35))
                   :E (v39 / label~e.37)
                   :E (v40 / label
                           :C (v60 / label)
                           :E (v61 / label~e.38)
                           :Q (v62 / label~e.39))
                   :C (v41 / label~e.40)))
    :H (v7 / label
           :A (v20 / label~e.43)
           :P (v21 / label~e.45)
           :A (v22 / label
                   :R (v42 / label~e.46)
                   :C (v43 / label~e.47))
           :T (v23 / label
                   :R (v44 / label~e.48)
                   :Q (v45 / label~e.49)
                   :E (v46 / label~e.50)
                   :C (v47 / label~e.51))))
