# ::id 250012
# ::tok New York magazine wrote : " Ethan Hawke 's Hotspur ... is a compelling , ardent creation . "
# ::alignments 0-1.1.3 1-1.1.3 2-1.1.3 3-1.1.4 6-1.1.5.1.1 7-1.1.5.1.1 8-1.1.5.1.2 9-1.1.5.2 13-1.1.5.4.2 15-1.1.5.4.3 16-1.1.5.5
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v3 / label~e.0,1,2)
           :P (v4 / label~e.3)
           :A (v5 / label
                  :A (v6 / label
                         :C (v10 / label~e.6,7)
                         :R (v11 / label~e.8))
                  :A (v7 / label~e.9)
                  :D (v8 / label
                         :C (v12 / label~e.13)
                         :C (v13 / label~e.15))
                  :P (v9 / label~e.16))))
