# ::id 381012
# ::tok He has said , however , that " it frustrates me when actors talk politics ; I 'm political and I make choices in my movies that I think are political . I try and say things with what I do . Rightly or wrongly , young actors have all the power . "
# ::alignments 0-1.1.3 2-1.1.1 4-1.2 6-1.1.2.1 9-1.1.2.2.2 10-1.1.2.2.3 11-1.1.2.2.4.1 12-1.1.2.2.4.2 13-1.1.2.2.4.3 14-1.1.2.2.4.4 16-1.1.2.3.1 18-1.1.2.3.3 19-1.1.2.4 20-1.1.2.5.1 22-1.1.2.5.2.2 23-1.1.2.5.3.1 24-1.1.2.5.3.2 25-1.1.2.5.3.3 26-1.1.2.6 27-1.1.2.7.1 28-1.1.2.7.2 30-1.1.2.7.3.2 32-1.1.2.8.1 33-1.1.2.8.2 35-1.1.2.8.4 36-1.1.2.8.5 37-1.1.2.8.6.1 38-1.1.2.8.6.2 39-1.1.2.8.6.3 40-1.1.2.8.6.4 42-1.1.2.9.1.1 43-1.1.2.9.1.2 44-1.1.2.9.1.3 46-1.1.2.9.2.1.2 47-1.1.2.9.2.1.1 49-1.1.2.9.4 51-1.1.2.9.3.3
# ::format ucca
(v1 / label
    :H (v2 / label
           :P (v4 / label~e.2)
           :A (v5 / label
                  :R (v7 / label~e.6)
                  :H (v8 / label
                         :P (v16 / label~e.9)
                         :A (v17 / label~e.10)
                         :A (v18 / label
                                 :R (v36 / label~e.11)
                                 :A (v37 / label~e.12)
                                 :P (v38 / label~e.13)
                                 :A (v39 / label~e.14)))
                  :H (v9 / label
                         :A (v19 / label~e.16)
                         :S (v20 / label~e.18))
                  :L (v10 / label~e.19)
                  :H (v11 / label
                          :A (v21 / label~e.20)
                          :P (v22 / label
                                  :C (v40 / label~e.22))
                          :A (v23 / label
                                  :R (v41 / label~e.23)
                                  :E (v42 / label~e.24)
                                  :C (v43 / label~e.25)))
                  :L (v12 / label~e.26)
                  :H (v13 / label
                          :A (v24 / label~e.27)
                          :P (v25 / label~e.28)
                          :A (v26 / label
                                  :S (v44 / label~e.30)
                                  :A v40))
                  :H (v14 / label
                          :A (v27 / label~e.32)
                          :D (v28 / label~e.33)
                          :P (v29 / label~e.35)
                          :A (v30 / label~e.36)
                          :A (v31 / label
                                  :R (v45 / label~e.37)
                                  :A (v46 / label~e.38)
                                  :A (v47 / label~e.39)
                                  :P (v48 / label~e.40)))
                  :H (v15 / label
                          :G (v32 / label
                                  :C (v49 / label~e.42)
                                  :N (v50 / label~e.43)
                                  :C (v51 / label~e.44))
                          :A (v33 / label
                                  :E (v52 / label
                                          :A (v55 / label~e.47)
                                          :S (v56 / label~e.46))
                                  :C (v53 / label
                                          :A v55))
                          :S (v34 / label
                                  :C (v54 / label~e.51))
                          :D (v35 / label~e.49)))
           :A (v6 / label~e.0))
    :L (v3 / label~e.4))
