# ::id 381013
# ::tok In an interview for Rendition , he remarked that " it 's a sad time when actors are politicians and politicians are actors . "
# ::alignments 0-1.1.1 2-1.1.3 3-1.1.4.1 4-1.1.4.2 6-1.1.6 7-1.2.2 8-1.2.3.4 11-1.2.3.6 13-1.2.3.1.2 14-1.2.3.1.3 15-1.2.3.2.1 16-1.2.3.2.2.1 17-1.2.3.2.2.2 18-1.2.3.2.2.3 19-1.2.3.2.3 20-1.2.3.2.4.1 21-1.2.3.2.4.2 22-1.2.3.2.4.3
# ::format ucca
(v1 / label
    :H (v2 / label
           :R (v4 / label~e.0)
           :P (v5 / label~e.2)
           :A (v6 / label
                  :R (v10 / label~e.3)
                  :C (v11 / label~e.4))
           :A (v7 / label~e.6))
    :H (v3 / label
           :A v7
           :P (v8 / label~e.7)
           :A (v9 / label
                  :A (v12 / label
                          :E (v16 / label~e.13)
                          :C (v17 / label~e.14))
                  :A (v13 / label
                          :L (v18 / label~e.15)
                          :H (v19 / label
                                  :A (v22 / label~e.16)
                                  :S (v23 / label~e.17)
                                  :A (v24 / label~e.18))
                          :L (v20 / label~e.19)
                          :H (v21 / label
                                  :A (v25 / label~e.20)
                                  :S (v26 / label~e.21)
                                  :A (v27 / label~e.22)))
                  :R (v14 / label~e.8)
                  :S (v15 / label~e.11))))
