# ::id 66011
# ::tok Two years later , after the relationship had ended , she rented an apartment above a garage a few blocks from her mother 's home .
# ::alignments 0-1.1.1.1 1-1.1.1.2 2-1.1.1.3 4-1.2 6-1.3.1 8-1.3.3 10-1.1.2 11-1.1.3 13-1.1.4.2 14-1.1.4.3.1 16-1.1.4.3.3 18-1.1.4.4.1.2 19-1.1.4.4.2 20-1.1.4.4.3.1 21-1.1.4.4.3.2.2.1 22-1.1.4.4.3.2.2.2 23-1.1.4.4.3.2.3 24-1.1.4.4.3.3
# ::format ucca
(v1 / label
    :H (v2 / label
           :T (v5 / label
                  :Q (v13 / label~e.0)
                  :C (v14 / label~e.1)
                  :R (v15 / label~e.2))
           :A (v6 / label~e.10)
           :P (v7 / label~e.11)
           :A (v8 / label
                  :C (v16 / label~e.13)
                  :E (v17 / label
                          :R (v19 / label~e.14)
                          :C (v20 / label~e.16))
                  :E (v18 / label
                          :Q (v21 / label
                                  :C (v24 / label~e.18))
                          :C (v22 / label~e.19)
                          :E (v23 / label
                                  :R (v25 / label~e.20)
                                  :E (v26 / label
                                          :A (v27 / label~e.24)
                                          :A (v28 / label
                                                  :A (v30 / label~e.21)
                                                  :S (v31 / label~e.22))
                                          :S (v29 / label~e.23))
                                  :C v27))))
    :L (v3 / label~e.4)
    :H (v4 / label
           :P (v9 / label~e.6)
           :D (v10 / label~e.8)
           :A (v11 / label)
           :A (v12 / label)))
