# ::id 227009
# ::tok However , it was a disappointment in Hong Kong , grossing only HK $ 3.5 million during its opening weekend .
# ::alignments 0-1.1 2-1.2.1 5-1.2.3.2 6-1.2.4.1 7-1.2.4.2 8-1.2.4.2 10-1.3.1 11-1.3.2.1.1 12-1.3.2.2 13-1.3.2.3 14-1.3.2.1.2 15-1.3.2.1.3 16-1.4 17-1.5.1 18-1.5.2 19-1.5.3
# ::format ucca
(v1 / label
    :L (v2 / label~e.0)
    :H (v3 / label
           :A (v7 / label~e.2)
           :P (v8 / label
                  :C (v15 / label~e.5))
           :A (v9 / label
                  :R (v16 / label~e.6)
                  :C (v17 / label~e.7,8)))
    :H (v4 / label
           :P (v10 / label~e.10)
           :A (v11 / label
                   :Q (v18 / label
                           :E (v21 / label~e.11)
                           :C (v22 / label~e.14)
                           :C (v23 / label~e.15))
                   :E (v19 / label~e.12)
                   :C (v20 / label~e.13))
           :A v7)
    :L (v5 / label~e.16)
    :H (v6 / label
           :A (v12 / label~e.17)
           :P (v13 / label~e.18)
           :T (v14 / label~e.19)))
