# ::id 590023
# ::tok In his introduction to Burton on Burton , a book of interviews with the director , Depp called Burton " ... a brother , a friend , ... and [ a ] brave soul " . The next Depp - Burton collaboration was Alice in Wonderland ( 2010 ) . Depp played the Mad Hatter alongside Helena Bonham Carter , Anne Hathaway and Alan Rickman .
# ::alignments 0-1.1.1.1 1-1.1.1.2 2-1.1.1.3 3-1.1.1.4.1 4-1.1.1.4.2 5-1.1.1.4.2 6-1.1.1.4.2 9-1.1.1.4.3.2 10-1.1.1.4.3.3.1 11-1.1.1.4.3.3.2 12-1.1.1.4.3.3.3.1 14-1.1.1.4.3.3.3.3 16-1.1.2 17-1.1.3 18-1.1.4 22-1.1.5.1.2 25-1.1.5.2.2 28-1.1.5.3 32-1.1.5.4.2.2 33-1.1.5.4.3 37-1.2.1.2 38-1.2.2.2 40-1.2.2.3 41-1.2.3 43-1.2.5.1 44-1.2.5.1 45-1.2.5.1 47-1.2.5.2.3 50-1.3.1 51-1.3.2 53-1.3.3.2 54-1.3.3.2 55-1.3.4.1 56-1.3.4.2.1 57-1.3.4.2.1 58-1.3.4.2.1 60-1.3.4.2.2 61-1.3.4.2.2 62-1.3.4.2.3 63-1.3.4.2.4 64-1.3.4.2.4
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v5 / label
                  :R (v18 / label~e.0)
                  :E (v19 / label~e.1)
                  :C (v20 / label~e.2)
                  :E (v21 / label
                          :R (v35 / label~e.3)
                          :C (v36 / label~e.4,5,6)
                          :E (v37 / label
                                  :C (v48 / label~e.9)
                                  :E (v49 / label
                                          :R (v51 / label~e.10)
                                          :C (v52 / label~e.11)
                                          :E (v53 / label
                                                  :R (v54 / label~e.12)
                                                  :C (v55 / label~e.14))))))
           :A (v6 / label~e.16)
           :P (v7 / label~e.17)
           :A (v8 / label~e.18)
           :A (v9 / label
                  :C (v22 / label
                          :S (v38 / label~e.22))
                  :C (v23 / label
                          :S (v39 / label~e.25))
                  :N (v24 / label~e.28)
                  :C (v25 / label
                          :E (v40 / label
                                  :A (v41 / label~e.33)
                                  :S (v50 / label~e.32))
                          :C v41)))
    :H (v3 / label
           :D (v10 / label
                   :C (v26 / label~e.37))
           :A (v11 / label
                   :N (v27 / label)
                   :C (v28 / label~e.38)
                   :C (v29 / label~e.40))
           :P (v12 / label~e.41)
           :A (v13 / label
                   :C (v30 / label~e.43,44,45)
                   :E (v31 / label
                           :A v30
                           :P (v42 / label)
                           :T (v43 / label~e.47))))
    :H (v4 / label
           :A (v14 / label~e.50)
           :P (v15 / label~e.51)
           :A (v16 / label
                   :C (v32 / label~e.53,54))
           :A (v17 / label
                   :R (v33 / label~e.55)
                   :C (v34 / label
                           :C (v44 / label~e.56,57,58)
                           :C (v45 / label~e.60,61)
                           :N (v46 / label~e.62)
                           :C (v47 / label~e.63,64)))))
