# ::id 471002
# ::tok In the next season , Johnson averaged a career - high of 23.9 points , as well as 12.2 assists and 6.3 rebounds per game , and earned his first regular season MVP award .
# ::alignments 0-1.1 2-1.2.2 3-1.2.3 5-1.3.1 6-1.3.2 8-1.3.3.2.1 10-1.3.3.2.2 11-1.3.3.3 12-1.3.3.4.1.1 13-1.3.3.4.1.2 15-1.3.3.4.2 16-1.3.3.4.2 17-1.3.3.4.2 18-1.3.3.4.3.1 19-1.3.3.4.3.2 20-1.3.3.4.4 21-1.3.3.4.5.1 22-1.3.3.4.5.2 23-1.3.4.1 24-1.3.4.2 26-1.4 27-1.5.1 28-1.5.2.1 29-1.5.2.2 30-1.5.2.3.1 31-1.5.2.3.2 32-1.5.2.4 33-1.5.2.5
# ::format ucca
(v1 / label
    :L (v2 / label~e.0)
    :H (v3 / label
           :D (v7 / label~e.2)
           :P (v8 / label~e.3))
    :H (v4 / label
           :A (v9 / label~e.5)
           :P (v10 / label~e.6)
           :A (v11 / label
                   :E (v15 / label
                           :E (v25 / label~e.8)
                           :C (v26 / label~e.10))
                   :R (v16 / label~e.11)
                   :C (v17 / label
                           :C (v27 / label
                                   :Q (v34 / label~e.12)
                                   :C (v35 / label~e.13))
                           :N (v28 / label~e.15,16,17)
                           :C (v29 / label
                                   :Q (v36 / label~e.18)
                                   :C (v37 / label~e.19))
                           :N (v30 / label~e.20)
                           :C (v31 / label
                                   :Q (v38 / label~e.21)
                                   :C (v39 / label~e.22))))
           :A (v12 / label
                   :R (v18 / label~e.23)
                   :C (v19 / label~e.24)))
    :L (v5 / label~e.26)
    :H (v6 / label
           :P (v13 / label~e.27)
           :A (v14 / label
                   :E (v20 / label~e.28)
                   :Q (v21 / label~e.29)
                   :E (v22 / label
                           :E (v32 / label~e.30)
                           :C (v33 / label~e.31))
                   :E (v23 / label~e.32)
                   :C (v24 / label~e.33))
           :A v9))
