# ::id 542013
# ::tok Although Warner Bros . maintained a high rate of production throughout the 1930s , some pictures showed an uneven quality that reflected " not only the difficulty of shifting to a supervisory system but also the consequences of dispersing authority into the creative ranks " .
# ::alignments 0-1.1 1-1.2.1 2-1.2.1 4-1.2.2 6-1.2.3.2 7-1.2.3.1.2 8-1.2.3.3.1 9-1.2.3.3.2 10-1.2.4.1 12-1.2.4.3 14-1.3.1.1 15-1.3.1.2 16-1.3.2 18-1.3.3.1 19-1.3.3.2 21-1.3.3.3.3 23-1.3.3.3.4.1.1.1 24-1.3.3.3.4.1.1.2 26-1.3.3.3.4.2.2 27-1.3.3.3.4.2.3.1 28-1.3.3.3.4.2.3.2 29-1.3.3.3.4.2.3.3.1 31-1.3.3.3.4.2.3.3.3 32-1.3.3.3.4.2.3.3.4 33-1.3.3.3.4.1.2.1 34-1.3.3.3.4.1.2.2 36-1.3.3.3.4.3.2 37-1.3.3.3.4.3.3.1 38-1.3.3.3.4.3.3.2 39-1.3.3.3.4.3.3.3 40-1.3.3.3.4.3.3.4.1 42-1.3.3.3.4.3.3.4.3 43-1.3.3.3.4.3.3.4.4
# ::format ucca
(v1 / label
    :L (v2 / label~e.0)
    :H (v3 / label
           :A (v5 / label~e.1,2)
           :P (v6 / label~e.4)
           :A (v7 / label
                  :P (v12 / label
                          :C (v22 / label~e.7))
                  :D (v13 / label~e.6)
                  :A (v14 / label
                          :R (v23 / label~e.8)
                          :C (v24 / label~e.9)))
           :T (v8 / label
                  :R (v15 / label~e.10)
                  :C (v16 / label~e.12)))
    :H (v4 / label
           :A (v9 / label
                  :Q (v17 / label~e.14)
                  :C (v18 / label~e.15))
           :P (v10 / label~e.16)
           :A (v11 / label
                   :E (v19 / label~e.18)
                   :C (v20 / label~e.19)
                   :E (v21 / label
                           :A v20
                           :P (v25 / label~e.21)
                           :A (v26 / label
                                   :L (v27 / label
                                           :C (v30 / label
                                                   :E (v36 / label~e.23)
                                                   :C (v37 / label~e.24))
                                           :C (v31 / label
                                                   :E (v38 / label~e.33)
                                                   :C (v39 / label~e.34)))
                                   :H (v28 / label
                                           :S (v32 / label~e.26)
                                           :A (v33 / label
                                                   :R (v40 / label~e.27)
                                                   :P (v41 / label~e.28)
                                                   :A (v42 / label
                                                           :R (v47 / label~e.29)
                                                           :E (v48 / label~e.31)
                                                           :C (v49 / label~e.32))))
                                   :H (v29 / label
                                           :C (v34 / label~e.36)
                                           :E (v35 / label
                                                   :R (v43 / label~e.37)
                                                   :P (v44 / label~e.38)
                                                   :A (v45 / label~e.39)
                                                   :A (v46 / label
                                                           :R (v50 / label~e.40)
                                                           :C (v51 / label~e.42)
                                                           :E (v52 / label~e.43)))))))))
