# ::id 663002
# ::tok The song remained atop the Hot 100 for a record - breaking sixteen weeks , and became the longest running number one song in history .
# ::alignments 1-1.3.1 2-1.1.2 3-1.1.3 5-1.1.4.2 6-1.1.4.2 7-1.1.5.1 9-1.1.5.3.1 11-1.1.5.3.2 12-1.1.5.4 13-1.1.5.5 15-1.2 16-1.3.2 18-1.3.3.1.2 19-1.3.3.1.3 20-1.3.3.2.1 21-1.3.3.2.2 22-1.3.3.3 23-1.3.3.1.4.1 24-1.3.3.1.4.2
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v5 / label
                  :C (v10 / label~e.1))
           :D (v6 / label~e.2)
           :S (v7 / label~e.3)
           :A (v8 / label
                  :C (v13 / label~e.5,6))
           :T (v9 / label
                  :R (v14 / label~e.7)
                  :E (v15 / label
                          :C (v21 / label~e.9)
                          :E (v22 / label~e.11))
                  :Q (v16 / label~e.12)
                  :C (v17 / label~e.13)))
    :L (v3 / label~e.15)
    :H (v4 / label
           :A v10
           :S (v11 / label~e.16)
           :A (v12 / label
                   :E (v18 / label
                           :A (v20 / label~e.22)
                           :D (v23 / label~e.18)
                           :P (v24 / label~e.19)
                           :T (v25 / label
                                   :R (v28 / label~e.23)
                                   :C (v29 / label~e.24)))
                   :Q (v19 / label
                           :E (v26 / label~e.20)
                           :C (v27 / label~e.21))
                   :C v20)))
