# ::id 661018
# ::tok The revue 's success tempted Sony officials to use it as some form of an album .
# ::alignments 1-1.1.2.2.1 2-1.1.2.2.2 3-1.1.2.3 4-1.1.3 5-1.1.4.1 6-1.1.4.2 8-1.1.6 9-1.1.7 10-1.1.1.1 11-1.1.1.2 12-1.1.1.3 13-1.1.1.4.1 15-1.1.1.4.3
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v3 / label
                  :R (v9 / label~e.10)
                  :E (v10 / label~e.11)
                  :C (v11 / label~e.12)
                  :E (v12 / label
                          :R (v17 / label~e.13)
                          :C (v18 / label~e.15)))
           :A (v4 / label
                  :A (v13 / label
                          :C (v19 / label~e.1)
                          :R (v20 / label~e.2))
                  :S (v14 / label~e.3))
           :D (v5 / label~e.4)
           :A (v6 / label
                  :A (v15 / label~e.5)
                  :A (v16 / label~e.6))
           :P (v7 / label~e.8)
           :A (v8 / label~e.9)))
