# ::id 377002
# ::tok His parents did not allow him to appear in the 1992 film The Mighty Ducks because it would have required his leaving home for two months .
# ::alignments 0-1.1.1.1 1-1.1.1.2 3-1.1.3 4-1.1.4 5-1.1.5 7-1.1.7 8-1.1.8.1 10-1.1.8.3.3 11-1.1.8.4 12-1.1.8.5 13-1.1.8.5 14-1.1.8.5 15-1.2 16-1.3.5 17-1.3.6 19-1.3.8 20-1.3.1 21-1.3.2 22-1.3.3 23-1.3.4.1 24-1.3.4.2 25-1.3.4.3
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v5 / label
                  :A (v18 / label~e.0)
                  :A (v19 / label~e.1))
           :D (v6 / label~e.3)
           :D (v7 / label~e.4)
           :A (v8 / label~e.5)
           :P (v9 / label~e.7)
           :A (v10 / label
                   :R (v20 / label~e.8)
                   :E (v21 / label
                           :A (v23 / label~e.12,13,14)
                           :P (v27 / label)
                           :T (v28 / label~e.10))
                   :E (v22 / label~e.11)
                   :C v23))
    :L (v3 / label~e.15)
    :H (v4 / label
           :A (v11 / label~e.20)
           :P (v12 / label~e.21)
           :A (v13 / label~e.22)
           :T (v14 / label
                   :R (v24 / label~e.23)
                   :Q (v25 / label~e.24)
                   :C (v26 / label~e.25))
           :A (v15 / label~e.16)
           :D (v16 / label~e.17)
           :D (v17 / label~e.19)))
