# ::id 228000
# ::tok In November 2007 , Chan began filming Shinjuku Incident , a dramatic role featuring no martial arts sequences with director Derek Yee , which sees Chan take on the role of a Chinese immigrant in Japan .
# ::alignments 0-1.1.1.1 1-1.1.1.2 2-1.1.1.3 4-1.1.2 5-1.1.3 6-1.1.4 7-1.1.5.1 8-1.1.5.1 11-1.1.5.2.2 12-1.1.5.2.3 13-1.1.5.2.4.2 14-1.1.5.2.4.3 15-1.1.5.2.4.4.1.1 16-1.1.5.2.4.4.1.2 17-1.1.5.2.4.4.2 18-1.1.6.1 19-1.1.6.2 20-1.1.6.3 21-1.1.6.3 23-1.2 24-1.3.2 25-1.3.3.3 26-1.3.3.1 27-1.3.3.1 29-1.3.3.2.2 30-1.3.3.2.3.1 32-1.3.3.2.3.3 33-1.3.3.2.3.4 34-1.3.3.2.3.5.1 35-1.3.3.2.3.5.2
# ::format ucca
(v1 / label
    :H (v2 / label
           :T (v5 / label
                  :R (v13 / label~e.0)
                  :C (v14 / label~e.1)
                  :C (v15 / label~e.2))
           :A (v6 / label~e.4)
           :D (v7 / label~e.5)
           :P (v8 / label~e.6)
           :A (v9 / label
                  :C (v16 / label~e.7,8)
                  :E (v17 / label
                          :E (v24 / label~e.11)
                          :C (v25 / label~e.12)
                          :E (v26 / label
                                  :A v25
                                  :P (v29 / label~e.13)
                                  :D (v30 / label~e.14)
                                  :A (v31 / label
                                          :E (v36 / label
                                                  :E (v40 / label~e.15)
                                                  :C (v41 / label~e.16))
                                          :C (v37 / label~e.17)))))
           :A (v10 / label
                   :R (v18 / label~e.18)
                   :E (v19 / label~e.19)
                   :C (v20 / label~e.20,21)))
    :L (v3 / label~e.23)
    :H (v4 / label
           :A v9
           :P (v11 / label~e.24)
           :A (v12 / label
                   :P (v21 / label~e.26,27)
                   :A (v22 / label
                           :C (v27 / label~e.29)
                           :E (v28 / label
                                   :R (v32 / label~e.30)
                                   :E (v33 / label~e.32)
                                   :C (v34 / label~e.33)
                                   :E (v35 / label
                                           :R (v38 / label~e.34)
                                           :C (v39 / label~e.35))))
                   :A (v23 / label~e.25))))
